identifier,labels,text,en,es-CO,de,fr-CA,nl,de-CH,es-AR,en-GH
ChildEFQ3,parent_survey_child,"<b>Remains focused and engaged during lengthy adult-led activities</b> (e.g., religious or performance event, family meal time) <b>by listening carefully and contributing when appropriate.</b>","<b>Remains focused and engaged during lengthy adult-led activities</b> (e.g., religious or performance event, family meal time) <b>by listening carefully and contributing when appropriate.</b>","<b>Se mantiene concentrado e involucrado durante las actividades prolongadas dirigidas por adultos</b> (p. ej., presentaciones o actos religiosos, comidas en familia), <b>escuchando atentamente y participando apropiadamente.</b>","<b>Bleibt während längerer, von Erwachsenen geleiteter Aktivitäten</b> (z. B. religiöse Veranstaltungen oder Aufführungen, Mahlzeiten in der Familie) <b>konzentriert und engagiert, indem es aufmerksam zuhört und gegebenenfalls teilnimmt, wenn es angemessen ist.</b>","<b>Reste concentré et engagé pendant les activités prolongées dirigées par des adultes</b> (par exemple, événement religieux ou de performance, repas en famille) <b>en écoutant attentivement et en contribuant si nécessaire.</b>","<b>Blijft gefocust en betrokken tijdens lange door volwassenen geleide activiteiten</b> (bijv., religieuze of culturele evenementen, gezinsmaaltijd) <b>door aandachtig te luisteren en bij te dragen waar passend.</b>","<b>Bleibt während längerer, von Erwachsenen geleiteter Aktivitäten</b> (z. B. religiöse Veranstaltungen oder Aufführungen, Mahlzeiten in der Familie) <b>konzentriert und engagiert, indem es aufmerksam zuhört und gegebenenfalls teilnimmt, wenn es angemessen ist.</b>","<b>Se mantiene concentrado e involucrado durante las actividades prolongadas dirigidas por adultos</b> (p. ej., presentaciones o actos religiosos, comidas en familia), <b>escuchando atentamente y participando apropiadamente.</b>","<b>Remains focused and engaged during lengthy adult-led activities</b> (e.g., religious or performance event, family meal time) <b>by listening carefully and contributing when appropriate.</b>"
ChildEFQ9,parent_survey_child,"<b>Regains focus/focuses again on an assigned task when interrupted</b> (e.g., family member asks an unrelated question or needs brief assistance).","<b>Regains focus/focuses again on an assigned task when interrupted</b> (e.g., family member asks an unrelated question or needs brief assistance).","<b>Recupera la concentración o vuelve a centrarse en una tarea asignada cuando se le interrumpe</b> (p. ej., un miembro de la familia hace una pregunta no relacionada o solicita ayuda).","<b>Fokussiert sich wieder auf eine zugewiesene Aufgabe, wenn es unterbrochen wird</b> (z. B. wenn ein Familienmitglied eine Frage stellt, die nichts mit der Aufgabe zu tun hat oder kurz Hilfe braucht).","<b>Reprend sa concentration/s'y réfère à nouveau en cas d'interruption</b> (par exemple, un membre de la famille pose une question sans rapport ou a besoin d'une assistance brève).","<b>Hervindt de focus/richt zich opnieuw op een toegewezen taak wanneer deze wordt onderbroken</b> (bijv., gezinslid stelt een niet-gerelateerde vraag of heeft een korte assistentie nodig).","<b>Fokussiert sich wieder auf eine zugewiesene Aufgabe, wenn es unterbrochen wird</b> (z. B. wenn ein Familienmitglied eine Frage stellt, die nichts mit der Aufgabe zu tun hat oder kurz Hilfe braucht).","<b>Recupera la concentración o vuelve a centrarse en una tarea asignada cuando se le interrumpe</b> (p. ej., un miembro de la familia hace una pregunta no relacionada o solicita ayuda).","<b>Regains focus/focuses again on an assigned task when interrupted</b> (e.g., family member asks an unrelated question or needs brief assistance)."
ChildEFQ14,parent_survey_child,"<b>Stops playing or doing something fun when asked</b> (e.g., stops playing with friends when parent asks, stops watching TV when parent asks).","<b>Stops playing or doing something fun when asked</b> (e.g., stops playing with friends when parent asks, stops watching TV when parent asks).","<b>Deja de jugar o de hacer algo divertido cuando se lo piden</b> (p. ej., deja de jugar con sus amigos o deja de ver la televisión cuando se lo piden sus padres).","<b>Hört auf zu spielen oder etwas zu tun, was ihm Spaß macht, wenn es darum gebeten wird</b> (hört z. B. auf, mit Freunden zu spielen, wenn die Eltern es verlangen, hört auf, fernzusehen, wenn die Eltern es verlangen).","<b>Arrête de jouer ou de faire quelque chose d'amusant sur demande</b> (par exemple, arrête de jouer avec des amis lorsque le parent le demande, arrête de regarder la télévision lorsque le parent le demande).","<b>Stopt met spelen of iets leuks doen wanneer daarom gevraagd</b> (bijv., stopt met spelen met vrienden wanneer ouders dit vragen, stopt met tv-kijken wanneer ouders dit vragen).","<b>Hört auf zu spielen oder etwas zu tun, was ihm Spaß macht, wenn es darum gebeten wird</b> (hört z. B. auf, mit Freunden zu spielen, wenn die Eltern es verlangen, hört auf, fernzusehen, wenn die Eltern es verlangen).","<b>Deja de jugar o de hacer algo divertido cuando se lo piden</b> (p. ej., deja de jugar con sus amigos o deja de ver la televisión cuando se lo piden sus padres).","<b>Stops playing or doing something fun when asked</b> (e.g., stops playing with friends when parent asks, stops watching TV when parent asks)."
ChildEFQ19,parent_survey_child,"<b>Communicates in an organized way</b> (e.g., retells the correct sequence of the events, explains how a game works so it is easy to understand).","<b>Communicates in an organized way</b> (e.g., retells the correct sequence of the events, explains how a game works so it is easy to understand).","<b>Se comunica de forma organizada</b> (p. ej., vuelve a contar la secuencia correcta de los acontecimientos, explica cómo funciona un juego para que sea fácil de entender).","<b>Kommuniziert auf organisierte Weise</b> (es erzählt z. B. die richtige Reihenfolge der Ereignisse, erklärt, wie ein Spiel funktioniert, so dass es leicht zu verstehen ist).","<b>Communique de manière organisée</b> (par exemple, raconte à nouveau la séquence correcte des événements, explique comment fonctionne un jeu pour le rendre facile à comprendre).","<b>Communiceert op een georganiseerde manier</b> (bijv., vertelt de correcte volgorde van de gebeurtenissen opnieuw, legt uit hoe een spel werkt zodat het gemakkelijk te begrijpen is).","<b>Kommuniziert auf organisierte Weise</b> (es erzählt z. B. die richtige Reihenfolge der Ereignisse, erklärt, wie ein Spiel funktioniert, so dass es leicht zu verstehen ist).","<b>Se comunica de forma organizada</b> (p. ej., vuelve a contar la secuencia correcta de los acontecimientos, explica cómo funciona un juego para que sea fácil de entender).","<b>Communicates in an organized way</b> (e.g., retells the correct sequence of the events, explains how a game works so it is easy to understand)."
ChildEFQ25,parent_survey_child,"<b>Adjusts when plans/schedules change</b> (e.g., follows along when daily schedule changes, does not complain when unexpected sickness leads to canceling a family vacation).","<b>Adjusts when plans/schedules change</b> (e.g., follows along when daily schedule changes, does not complain when unexpected sickness leads to canceling a family vacation).","<b>Se adapta cuando cambian los planes u horarios</b> (p. ej., se adapta cuando cambian los horarios, no se queja cuando una enfermedad inesperada obliga a cancelar las vacaciones familiares).","<b>Passt sich an, wenn sich Pläne/Zeitpläne ändern</b> (Es passt sich an, wenn sich z. B. der Tagesablauf ändert, beklagt sich nicht, wenn eine unerwartete Krankheit dazu führt, dass ein Familienurlaub abgesagt werden muss).","<b>S'adapte lorsque les plans/horaires changent</b> (par exemple, suit le changement d'horaire quotidien, ne se plaint pas lorsqu'une maladie imprévue entraîne l'annulation de vacances en famille).","<b>Past zich aan wanneer plannen/roosters veranderen</b> (bijv., volgt mee wanneer het dagelijkse schema verandert, klaagt niet wanneer onverwachte ziekte leidt tot het annuleren van een gezinsvakantie).","<b>Passt sich an, wenn sich Pläne/Zeitpläne ändern</b> (Es passt sich an, wenn sich z. B. der Tagesablauf ändert, beklagt sich nicht, wenn eine unerwartete Krankheit dazu führt, dass ein Familienurlaub abgesagt werden muss).","<b>Se adapta cuando cambian los planes u horarios</b> (p. ej., se adapta cuando cambian los horarios, no se queja cuando una enfermedad inesperada obliga a cancelar las vacaciones familiares).","<b>Adjusts when plans/schedules change</b> (e.g., follows along when daily schedule changes, does not complain when unexpected sickness leads to canceling a family vacation)."
ChildEFQ31,parent_survey_child,"<b>Finishes tasks on time</b> (e.g., finishes homework on time and not at the last minute).","<b>Finishes tasks on time</b> (e.g., finishes homework on time and not at the last minute).","<b>Termina las tareas a tiempo</b> (p. ej., termina los deberes a tiempo y no en el último minuto).",<b>Erledigt Aufgaben pünktlich</b> (z. B. Hausaufgaben rechtzeitig und nicht in letzter Minute).,"<b>Termine les tâches à temps</b> (par exemple, termine les devoirs à l'heure et non à la dernière minute).","<b>Voltooit taken op tijd</b> (bijv., voltooit huiswerk op tijd en niet op het laatste moment).",<b>Erledigt Aufgaben pünktlich</b> (z. B. Hausaufgaben rechtzeitig und nicht in letzter Minute).,"<b>Termina las tareas a tiempo</b> (p. ej., termina los deberes a tiempo y no en el último minuto).","<b>Finishes tasks on time</b> (e.g., finishes homework on time and not at the last minute)."
ChildEFQ4,parent_survey_child,"<b>Remains focused and engaged during collaborative child-led activities</b> (e.g., playing with siblings/peers).","<b>Remains focused and engaged during collaborative child-led activities</b> (e.g., playing with siblings/peers).","<b>Se mantiene concentrado e involucrado durante las actividades de colaboración dirigidas por niños</b> (p. ej., jugando con sus hermanos o compañeros).","<b>Bleibt konzentriert und engagiert bei gemeinsamen Aktivitäten, die das Kind selbst anleitet</b> (z. B. beim Spielen mit Geschwistern oder anderen Kindern gleichen Alters).","<b>Reste concentré et engagé pendant les activités collaboratives dirigées par des enfants</b> (par exemple, jouer avec des frères/sœurs ou des pairs).","<b>Blijft gefocust en betrokken tijdens collaboratieve kind-leide activiteiten</b> (bijv., spelen met broers/zussen / leeftijdsgenoten).","<b>Bleibt konzentriert und engagiert bei gemeinsamen Aktivitäten, die das Kind selbst anleitet</b> (z. B. beim Spielen mit Geschwistern oder anderen Kindern gleichen Alters).","<b>Se mantiene concentrado e involucrado durante las actividades de colaboración dirigidas por niños</b> (p. ej., jugando con sus hermanos o compañeros).","<b>Remains focused and engaged during collaborative child-led activities</b> (e.g., playing with siblings/peers)."
ChildEFQ10,parent_survey_child,"<b>Ignores a preferred, fun activity</b> (e.g., playing) <b>when asked to complete an assigned task</b> (e.g., cleaning room).","<b>Ignores a preferred, fun activity</b> (e.g., playing) <b>when asked to complete an assigned task</b> (e.g., cleaning room).","<b>Ignora una actividad preferida y divertida</b> (p. ej., jugar) <b>cuando se le pide que complete una tarea asignada</b> (p. ej., limpiar la habitación).","<b>Ignoriert eine bevorzugte, lustige Aktivität</b> (z. B. Spielen), <b>wenn es aufgefordert wird, eine zugewiesene Aufgabe zu erledigen</b> (z. B. Zimmer aufräumen).","<b>Ignore une activité préférée et amusante</b> (par exemple, jouer) <b>lorsqu'il est demandé de compléter une tâche assignée</b> (par exemple, nettoyer la chambre).","<b>Negeert een favoriete, leuke activiteit</b> (bijv., spelen) <b>wanneer gevraagd om een toegewezen taak te voltooien</b> (bijv., kamer opruimen).","<b>Ignoriert eine bevorzugte, lustige Aktivität</b> (z. B. Spielen), <b>wenn es aufgefordert wird, eine zugewiesene Aufgabe zu erledigen</b> (z. B. Zimmer aufräumen).","<b>Ignora una actividad preferida y divertida</b> (p. ej., jugar) <b>cuando se le pide que complete una tarea asignada</b> (p. ej., limpiar la habitación).","<b>Ignores a preferred, fun activity</b> (e.g., playing) <b>when asked to complete an assigned task</b> (e.g., cleaning room)."
ChildEFQ15,parent_survey_child,"<b>Waits for their turn to act</b> (e.g., waits patiently in line at a grocery store or when sharing a toy with sibling).","<b>Waits for their turn to act</b> (e.g., waits patiently in line at a grocery store or when sharing a toy with sibling).","<b>Espera su turno para actuar</b> (p. ej., espera pacientemente en la fila del supermercado o cuando comparte un juguete con su hermano).","<b>Wartet, bis es an der Reihe ist</b> (es wartet z. B. geduldig in der Schlange im Supermarkt oder wenn es ein Spielzeug mit einem Geschwisterkind teilt).","<b>Attend son tour pour agir</b> (par exemple, attend patiemment dans la file d'attente au magasin ou lorsqu'il partage un jouet avec un frère ou une sœur).","<b>Wacht op zijn beurt om te handelen</b> (bijv., wacht geduldig in de rij bij een supermarkt of wanneer een speelgoedgezamen wordt gedeeld met broer of zus).","<b>Wartet, bis es an der Reihe ist</b> (es wartet z. B. geduldig in der Schlange im Supermarkt oder wenn es ein Spielzeug mit einem Geschwisterkind teilt).","<b>Espera su turno para actuar</b> (p. ej., espera pacientemente en la fila del supermercado o cuando comparte un juguete con su hermano).","<b>Waits for their turn to act</b> (e.g., waits patiently in line at a grocery store or when sharing a toy with sibling)."
ChildEFQ20,parent_survey_child,"<b>Completes age-appropriate numerical mental calculation</b> (e.g., adds prices of goods, calculates time, how much they are older than someone else).","<b>Completes age-appropriate numerical mental calculation</b> (e.g., adds prices of goods, calculates time, how much they are older than someone else).","<b>Realiza cálculos mentales numéricos apropiados para su edad</b> (p. ej., suma precios de productos, calcula el tiempo, la diferencia de edad que hay entre él/ella y otra persona).","<b>Führt altersgemäße numerische Berechnungen im Kopf durch</b> (z. B. addiert es Preise von Waren, berechnet die Zeit, wie viel älter es ist als jemand anderes).","<b>Réalise des calculs mentaux numériques appropriés à son âge</b> (par exemple, additionne les prix des biens, calcule le temps, combien il est plus âgé que quelqu'un d'autre).","<b>Voltooit leeftijdsadequate numerieke mentale berekeningen</b> (bijv., voegt prijzen van goederen toe, berekent tijd, hoe veel ouder ze zijn dan iemand anders).","<b>Führt altersgemäße numerische Berechnungen im Kopf durch</b> (z. B. addiert es Preise von Waren, berechnet die Zeit, wie viel älter es ist als jemand anderes).","<b>Realiza cálculos mentales numéricos apropiados para su edad</b> (p. ej., suma precios de productos, calcula el tiempo, la diferencia de edad que hay entre él/ella y otra persona).","<b>Completes age-appropriate numerical mental calculation</b> (e.g., adds prices of goods, calculates time, how much they are older than someone else)."
ChildEFQ26,parent_survey_child,"<b>Understands conflicting perspectives/ideas</b> (e.g., acknowledges a different point of view, accepts different ways of doing things, can see a situation from someone else’s perspective).","<b>Understands conflicting perspectives/ideas</b> (e.g., acknowledges a different point of view, accepts different ways of doing things, can see a situation from someone else’s perspective).","<b>Entiende las posiciones o ideas contradictorias</b> (p. ej., reconoce un punto de vista diferente, acepta distintas formas de hacer las cosas, puede ver una situación desde la perspectiva de otra persona).","<b>Versteht widersprüchliche Perspektiven/Ideen</b> (es akzeptiert z. B. einen anderen Standpunkt, akzeptiert andere Vorgehensweisen, kann eine Situation aus dem Blickwinkel eines anderen sehen).","<b>Comprend les perspectives/idées contradictoires</b> (par exemple, reconnaît un point de vue différent, accepte différentes façons de faire les choses, peut voir une situation du point de vue de quelqu'un d'autre).","<b>Begrijpt conflicterende perspectieven/ideeën</b> (bijv., erkent een ander standpunt, accepteert verschillende manieren van dingen doen, kan een situatie vanuit iemand anders’ perspectief zien).","<b>Versteht widersprüchliche Perspektiven/Ideen</b> (es akzeptiert z. B. einen anderen Standpunkt, akzeptiert andere Vorgehensweisen, kann eine Situation aus dem Blickwinkel eines anderen sehen).","<b>Entiende las posiciones o ideas contradictorias</b> (p. ej., reconoce un punto de vista diferente, acepta distintas formas de hacer las cosas, puede ver una situación desde la perspectiva de otra persona).","<b>Understands conflicting perspectives/ideas</b> (e.g., acknowledges a different point of view, accepts different ways of doing things, can see a situation from someone else’s perspective)."
ChildEFQ32,parent_survey_child,"<b>Checks for mistakes before completing a task</b> (e.g., reviews and corrects errors on class assignments).","<b>Checks for mistakes before completing a task</b> (e.g., reviews and corrects errors on class assignments).","<b>Verifica si hay errores antes de completar una tarea</b> (p. ej., revisa y corrige los errores en las tareas de clase).","<b>Prüft, ob es Fehler gibt, bevor es eine Aufgabe erledigt</b> (z. B. prüft und korrigiert es Fehler bei Klassenarbeiten).","<b>Vérifie les erreurs avant de terminer une tâche</b> (par exemple, révise et corrige les erreurs sur les devoirs de classe).","<b>Controleert op fouten voordat het voltooien van een taak</b> (bijv., doorneemt en corrigeert fouten op klassenopdrachten).","<b>Prüft, ob es Fehler gibt, bevor es eine Aufgabe erledigt</b> (z. B. prüft und korrigiert es Fehler bei Klassenarbeiten).","<b>Verifica si hay errores antes de completar una tarea</b> (p. ej., revisa y corrige los errores en las tareas de clase).","<b>Checks for mistakes before completing a task</b> (e.g., reviews and corrects errors on class assignments)."
ChildEFQ5,parent_survey_child,"<b>Persists on a difficult cognitive/learning task</b> (e.g., homework) <b>by trying to figure things out, asking questions, and not quitting.</b>","<b>Persists on a difficult cognitive/learning task</b> (e.g., homework) <b>by trying to figure things out, asking questions, and not quitting.</b>","<b>Persiste en tareas con alta demanda cognitiva / de aprendizaje</b> (p. ej., los deberes) <b>tratando de resolver las cosas, haciendo preguntas, y no abandonando la actividad.</b>","<b>Bleibt bei einer schwierigen kognitiven Aufgabe/Lernaufgabe</b> (z. B. Hausaufgaben)<b> indem er versucht, Dinge herauszufinden, Fragen stellt und nicht aufgibt.</b>","<b>Persévère sur une tâche cognitive/apprentissage difficile</b> (par exemple, des devoirs) <b>en essayant de résoudre les ennuis, posant des questions et ne renonçant pas.</b>","<b>Houdt vol bij een moeilijke cognitieve/leer taak</b> (bijv., huiswerk) <b>door dingen uit te zoeken, vragen te stellen, en niet op te geven.</b>","<b>Bleibt bei schwierigen kognitiven/lernbezogenen Aufgaben</b> (z. B. Hausaufgaben) <b>indem es versucht, Dinge herauszufinden, Fragen stellt und nicht aufgibt.</b>","<b>Persiste en tareas con alta demanda cognitiva / de aprendizaje</b> (p. ej., los deberes) <b>tratando de resolver las cosas, haciendo preguntas, y no abandonando la actividad.</b>","<b>Persists on a difficult cognitive/learning task</b> (e.g., homework) <b>by trying to figure things out, asking questions, and not quitting.</b>"
ChildEFQ11,parent_survey_child,<b>Answers questions or tells a story without getting distracted by small details and/or losing train of thought.</b>,<b>Answers questions or tells a story without getting distracted by small details and/or losing train of thought.</b>,<b>Responde a preguntas o cuenta una historia sin distraerse con pequeños detalles ni perder el hilo de sus pensamientos.</b>,"<b>Beantwortet Fragen oder erzählt eine Geschichte, ohne sich von kleinen Details ablenken zu lassen und/oder den Gedankengang zu verlieren.</b>",<b>Répond aux questions ou raconte une histoire sans se laisser distraire par de petits détails et/ou perdre le fil de ses pensées.</b>,<b>Beantwoordt vragen of vertelt een verhaal zonder zich te laten afleiden door kleine details en/of zijn gedachtegang te verliezen.</b>,"<b>Beantwortet Fragen oder erzählt eine Geschichte, ohne sich von kleinen Details ablenken zu lassen und/oder den Gedankengang zu verlieren.</b>",<b>Responde a preguntas o cuenta una historia sin distraerse con pequeños detalles ni perder el hilo de sus pensamientos.</b>,<b>Answers questions or tells a story without getting distracted by small details and/or losing train of thought.</b>
ChildEFQ16,parent_survey_child,"<b>Stops and thinks before acting</b> (e.g., does not run out in front of a car, does not grab things they shouldn't).","<b>Stops and thinks before acting</b> (e.g., does not run out in front of a car, does not grab things they shouldn't).","<b>Se detiene y piensa antes de actuar</b> (p. ej., no se lanza corriendo delante de un vehículo, no toma un objeto que no debería).","<b>Hält inne und denkt nach, bevor es handelt</b> (es rennt z. B. nicht vor ein Auto, greift nicht nach Dingen, die es nicht anfassen sollte).","<b>S'arrête et réfléchit avant d'agir</b> (par exemple, ne court pas devant une voiture, ne tend pas la main vers des objets qu'il ne devrait pas toucher).","<b>Stopt en denkt na voordat hij handelt</b> (bijv., rent niet zomaar de straat op, pakt geen dingen die hij niet mag pakken).","<b>Hält inne und denkt nach, bevor es handelt</b> (es rennt z. B. nicht vor ein Auto, greift nicht nach Dingen, die es nicht anfassen sollte).","<b>Se detiene y piensa antes de actuar</b> (p. ej., no se lanza corriendo delante de un vehículo, no toma un objeto que no debería).","<b>Stops and thinks before acting</b> (e.g., does not run out in front of a car, does not grab things they shouldn't)."
ChildEFQ21,parent_survey_child,"<b>Remembers and considers all options when making a choice</b> (e.g., what to do when they get stuck on a household task or face a problem, food options).","<b>Remembers and considers all options when making a choice</b> (e.g., what to do when they get stuck on a household task or face a problem, food options).","<b>Recuerda y considera todas las opciones a la hora de elegir</b> (p. ej., qué hacer cuando se complica una tarea doméstica o se enfrenta a un problema, qué comida elegir).","<b>Erinnert sich an alle Optionen und zieht sie in Betracht, wenn es eine Entscheidung trifft</b> (z. B. was zu tun ist, wenn es mit einer Haushaltsaufgabe oder einem Problem nicht weiterkommt, welche Lebensmittel es essen möchte).","<b>Se souvient et considère toutes les options lors du choix</b> (par exemple, que faire lorsqu'on est coincé sur une tâche ménagère ou qu'on est confronté à un problème, options alimentaires).","<b>Herinnert zich en overweegt alle opties bij het maken van een keuze</b> (bijv., wat te doen wanneer ze vastlopen op een huishoudelijke taak of een probleem onder ogen zien, voedselopties).","<b>Erinnert sich an alle Optionen und zieht sie in Betracht, wenn es eine Entscheidung trifft</b> (z. B. was zu tun ist, wenn es mit einer Haushaltsaufgabe oder einem Problem nicht weiterkommt, welche Lebensmittel es essen möchte).","<b>Recuerda y considera todas las opciones a la hora de elegir</b> (p. ej., qué hacer cuando se complica una tarea doméstica o se enfrenta a un problema, qué comida elegir).","<b>Remembers and considers all options when making a choice</b> (e.g., what to do when they get stuck on a household task or face a problem, food options)."
ChildEFQ27,parent_survey_child,"<b>Connects ideas/experiences to other ideas/experiences</b> (e.g., identifies connections between books/movies and lived experiences, uses strategies learned at school to complete activities at home).","<b>Connects ideas/experiences to other ideas/experiences</b> (e.g., identifies connections between books/movies and lived experiences, uses strategies learned at school to complete activities at home).","<b>Conecta unas ideas y experiencias con otras ideas y experiencias</b> (p. ej., identifica las conexiones entre libros o películas y experiencias vividas, utiliza estrategias aprendidas en la escuela para completar actividades en casa).","<b>Verbindet Ideen/Erfahrungen mit anderen Ideen/Erfahrungen</b> (es erkennt z. B. Verbindungen zwischen Büchern/Filmen und gelebten Erfahrungen, verwendet in der Schule erlernte Strategien, um Aktivitäten zu Hause durchzuführen).","<b>Relie des idées/expériences à d'autres idées/expériences</b> (par exemple, identifie des liens entre livres/films et expériences vécues, utilise des stratégies apprises à l'école pour réaliser des activités à la maison).","<b>Verbindt ideeën/ervaringen met andere ideeën/ervaringen</b> (bijv., identificeert verbanden tussen boeken/films en geleefde ervaringen, gebruikt strategieën geleerd op school om activiteiten thuis af te ronden).","<b>Verbindet Ideen/Erfahrungen mit anderen Ideen/Erfahrungen</b> (es erkennt z. B. Verbindungen zwischen Büchern/Filmen und gelebten Erfahrungen, verwendet in der Schule erlernte Strategien, um Aktivitäten zu Hause durchzuführen).","<b>Conecta unas ideas y experiencias con otras ideas y experiencias</b> (p. ej., identifica las conexiones entre libros o películas y experiencias vividas, utiliza estrategias aprendidas en la escuela para completar actividades en casa).","<b>Connects ideas/experiences to other ideas/experiences</b> (e.g., identifies connections between books/movies and lived experiences, uses strategies learned at school to complete activities at home)."
ChildEFQ33,parent_survey_child,"<b>Begins plans or routines without prompting</b> (e.g., takes an initiative to help a family member, starts daily household chores on their own).","<b>Begins plans or routines without prompting</b> (e.g., takes an initiative to help a family member, starts daily household chores on their own).","<b>Inicia actividades o rutinas sin que nadie se lo pida</b> (p. ej., toma la iniciativa de ayudar a un miembro de la familia, empieza las tareas domésticas diarias por su cuenta).","<b>Beginnt ohne Aufforderung mit Plänen oder Routinen</b> (z. B. ergreift es die Initiative, um einem Familienmitglied zu helfen, beginnt selbstständig mit der täglichen Hausarbeit).","<b>Démarre des plans ou des routines sans qu'on le lui demande</b> (par exemple, prend l'initiative d'aider un membre de la famille, commence les tâches ménagères quotidiennes de sa propre initiative).","<b>Begint met plannen of routines zonder aansporing</b> (bijv., neemt het initiatief om een familielid te helpen, begint uit zichzelf aan dagelijkse huishoudelijke taken).","<b>Beginnt ohne Aufforderung mit Plänen oder Routinen</b> (z. B. ergreift es die Initiative, um einem Familienmitglied zu helfen, beginnt selbstständig mit der täglichen Hausarbeit).","<b>Inicia actividades o rutinas sin que nadie se lo pida</b> (p. ej., toma la iniciativa de ayudar a un miembro de la familia, empieza las tareas domésticas diarias por su cuenta).","<b>Begins plans or routines without prompting</b> (e.g., takes an initiative to help a family member, starts daily household chores on their own)."
ChildEFQ6,parent_survey_child,"<b>Gets deeply engaged in an activity they choose for themselves</b> (e.g., drawing, reading, cooking, building, sports, games).","<b>Gets deeply engaged in an activity they choose for themselves</b> (e.g., drawing, reading, cooking, building, sports, games).","<b>Se involucra profundamente en una actividad elegida por él/ella</b> (p. ej., dibujar, leer, cocinar, construir, hacer deporte, jugar).","<b>Beschäftigt sich intensiv mit einer selbst gewählten Tätigkeit</b> (z. B. Malen, Lesen, Kochen, Bauen, Sport, Spiele).","<b>S'engage profondément dans une activité qu'il choisit lui-même</b> (par exemple, dessiner, lire, cuisiner, construire, faire du sport, jouer).","<b>Raakt diep betrokken bij een activiteit die ze voor zichzelf kiezen</b> (bijv., tekenen, lezen, koken, bouwen, sporten, spelletjes).","<b>Beschäftigt sich intensiv mit einer selbst gewählten Tätigkeit</b> (z. B. Malen, Lesen, Kochen, Bauen, Sport, Spiele).","<b>Se involucra profundamente en una actividad elegida por él/ella</b> (p. ej., dibujar, leer, cocinar, construir, hacer deporte, jugar).","<b>Gets deeply engaged in an activity they choose for themselves</b> (e.g., drawing, reading, cooking, building, sports, games)."
ChildEFQ22,parent_survey_child,"<b>Remembers physical directions, patterns, and where things are</b> (e.g., knows walking routes, finds things in a grocery store, good at searching for a lost item or playing hide-and-seek).","<b>Remembers physical directions, patterns, and where things are</b> (e.g., knows walking routes, finds things in a grocery store, good at searching for a lost item or playing hide-and-seek).","<b>Recuerda direcciones, patrones y ubicación de las cosas</b> (p. ej., conoce las rutas para caminar, encuentra las cosas en una tienda de comestibles, es hábil buscando un objeto perdido o jugando al escondite).","<b>Erinnert sich an Wegangaben, Muster und den Standort von Dingen</b> (z. B. kennt es Laufwege, findet Dinge in einem Lebensmittelgeschäft, kann gut nach einem verlorenen Gegenstand suchen oder Verstecken spielen).","<b>Se souvient des directions, des motifs, et des endroits où se trouvent les choses</b> (par exemple, connaît les itinéraires de marche, trouve les choses dans un magasin, excellent pour rechercher un objet perdu ou jouer à cache-cache).","<b>Herinnert zich fysieke richtingen, patronen, en waar dingen zijn</b> (bijv., weet wandelroutes, vindt dingen in een supermarkt, goed in het zoeken naar een verloren voorwerp of verstoppertje spelen).","<b>Erinnert sich an Wegangaben, Muster und den Standort von Dingen</b> (z. B. kennt es Laufwege, findet Dinge in einem Lebensmittelgeschäft, kann gut nach einem verlorenen Gegenstand suchen oder Verstecken spielen).","<b>Recuerda direcciones, patrones y ubicación de las cosas</b> (p. ej., conoce las rutas para caminar, encuentra las cosas en una tienda de comestibles, es hábil buscando un objeto perdido o jugando al escondite).","<b>Remembers physical directions, patterns, and where things are</b> (e.g., knows walking routes, finds things in a grocery store, good at searching for a lost item or playing hide-and-seek)."
ChildEFQ28,parent_survey_child,"<b>Adapts behavior based on what is required by the situation</b> (e.g., switches characters/roles while playing a game, changes behavior based on playtime or study time).","<b>Adapts behavior based on what is required by the situation</b> (e.g., switches characters/roles while playing a game, changes behavior based on playtime or study time).","<b>Adapta su comportamiento en función de lo que requiere la situación</b> (p. ej., cambia de personaje o papel en un juego, cambia su comportamiento en función a que se encuentra en tiempo de juego o tiempo de estudio).","<b>Passt sein Verhalten den Erfordernissen der Situation an</b> (z. B. Wechsel der Spielfigur/Rolle während eines Spiels, Änderung des Verhaltens je nachdem ob gerade Spielzeit oder Hausaufgabenzeit ist).","<b>Adapte son comportement en fonction de ce que la situation exige</b> (par exemple, change de personnage ou de rôle pendant un jeu, change de comportement en fonction du temps de jeu ou d'étude).","<b>Past gedrag aan op basis van wat de situatie vereist</b> (bijv., wisselt van personages/rollen tijdens het spelen van een spel, verandert gedrag gebaseerd op speeltijd of studietijd).","<b>Passt sein Verhalten den Erfordernissen der Situation an</b> (z. B. Wechsel der Spielfigur/Rolle während eines Spiels, Änderung des Verhaltens je nachdem ob gerade Spielzeit oder Hausaufgabenzeit ist).","<b>Adapta su comportamiento en función de lo que requiere la situación</b> (p. ej., cambia de personaje o papel en un juego, cambia su comportamiento en función a que se encuentra en tiempo de juego o tiempo de estudio).","<b>Adapts behavior based on what is required by the situation</b> (e.g., switches characters/roles while playing a game, changes behavior based on playtime or study time)."
